abase,vt. 使…谦卑；降低…的品格；降低…的地位
ossify,"vi. 骨化；硬化；僵化
vt. 使硬化；使骨化；使僵化"
ostensible,adj. 表面的；假装的
ostentatious,adj. 招摇的；卖弄的；夸耀的；铺张的；惹人注目的
ostracize,vt. 放逐；排斥；按贝壳流放法放逐
oust,vt. 驱逐；剥夺；取代
outlandish,adj. 古怪的；奇异的；异国风格的；偏僻的
outmoded,"adj. 过时的，不流行的
v. 使不流行（outmode的过去分词）"
outskirts,n. 市郊，郊区
outspoken,adj. 坦率的，直言不讳的
outstrip,vt. 超过；胜过；比…跑得快
outwit,vt. 瞒骗；以智取胜
ovation,n. 热烈欢迎；大喝采
overbearing,"adj. 傲慢的；压倒一切的
v. 压住；否定；专横地对待；繁殖过度（overbear的ing形式）"
overt,adj. 明显的；公然的；蓄意的
overwrought,"adj. 过度紧张的；过度兴奋的；过分劳累的；（文体等）过于考究的
v. 工作过度；把…做过头；使过于激动（overwork的过去式和过去分词）"
pachyderm,n. 迟钝的人；厚脸皮的人； 厚皮类动物
pacifist,"n. 和平主义者
adj. 非战主义的"
paean,n. 赞美歌，欢乐歌
painstaking,"adj. 艰苦的；勤勉的；小心的
n. 辛苦；勤勉"
palatable,adj. 美味的，可口的；愉快的
palliate,vt. 减轻；掩饰；辩解
pallid,adj. 苍白的；暗淡的；无生气的
palpable,adj. 明显的；可感知的；易觉察的
palpitate,"vt. 使发抖
vi. 发抖；（心脏）悸动；跳动"
panacea,n. 灵丹妙药；万能药
panache,n. 羽饰；灿烂；耍派头
pandemic,"adj. （疾病等）（全国、全球i）流行的；普遍的
n. 流行性疾病"
pander,"n. 怂恿者；拉皮条者；老鸨
vi. 迎合；勾引；怂恿；拉皮条
vt. 为…拉皮条"
panegyric,n. 颂词，赞颂
panoramic,adj.  全景的
papyrus,n. 纸莎草；纸莎草纸
paradigm,n. 范例；词形变化表
parallelism,n. 平行；类似，对应
paramount,"n. 最高统治者
adj. 最重要的，主要的；至高无上的"
paranoia,n.  偏执狂， 妄想狂
paraphrase,"n. 释义；解释；意译
vt. 释义"
parasite,n. 寄生虫；食客
parched,"adj. 焦的；炎热的；炒过的；干透的
v. 烘干；使极渴（parch的过去分词）"
pariah,n. 贱民（印度的最下阶级）
parity,n. 平价；同等；相等；胎次；分娩
parochial,adj. 教区的；狭小的；地方范围的
parody,"n. 拙劣的模仿；诙谐的改编诗文
vt. 拙劣模仿"
paroxysm,n. （疾病周期性）发作；突发
parsimony,n. 吝啬；过度节俭
partial,adj. 局部的；偏爱的；不公平的
partition,"n. 划分，分开； 分割；隔墙；隔离物
vt.  分割；分隔；区分"
pastiche,"n. 混成曲；模仿画
vt. 东拼西凑；混杂"
pastoral,"n. 牧歌；田园诗；田园景色
adj. 牧师的；牧人的；田园生活的；乡村的"
patent,"n. 专利权；执照；专利品
adj. 专利的；新奇的；显然的
vt. 授予专利；取得…的专利权"
pathos,n. 悲怅；痛苦；同情；哀婉动人的词句
patina,n.  铜绿；光泽；神态；圣餐盘
patriarch,n. 家长；族长；元老；创始人
patrician,"n. 贵族；有教养的人
adj. 贵族的；显贵的"
patronize,vt. 以高人一等的态度对待；经常光顾，惠顾；资助；保护
paucity,n. 缺乏；少数；少量
pauper,"n. 乞丐；穷人；靠救济度日者
adj. 贫民的"
peccadillo,n. 轻罪；小过失；小瑕疵
pecuniary,adj. 金钱的；应罚款的
pedagogy,n. 教育；教育学；教授法
pedant,n. 学究；书呆子；卖弄学问的人；空谈家
pedantic,adj. 迂腐的；学究式的；卖弄学问的；假装学者的
pejorative,"n. 轻蔑语
adj. 轻蔑的； 恶化的，变坏的"
pellucid,adj. 透明的；清晰的；明了的
penchant,n. 嗜好；倾向
pendant,n. 下垂物，垂饰
penitent,"adj. 忏悔的，悔过的
n. 悔罪者，忏悔者"
pensive,adj. 沉思的，忧郁的；悲伤的，哀愁的
penury,n. 贫困；贫穷
perceptive,adj. 感知的，知觉的；有知觉力的
percussion,n.  叩诊；振动；碰撞；敲打乐器；打击乐器组
perdition,n. 毁灭，破灭；地狱
peremptory,adj. 强制的；绝对的；断然的；专横的
perennial,"n. 多年生植物
adj. 多年生的；常年的；四季不断的；常在的；反复的"
perfidious,adj. 背信弃义的；不忠的
perforate,"vt. 穿孔于，打孔穿透；在…上打齿孔
vi. 穿过，贯穿；穿孔"
perfunctory,adj. 敷衍的；马虎的；得过且过的
perimeter,n. 周长；周界； 视野计
peripheral,"adj. 外围的；次要的；（神经）末梢区域的
n. 外部设备"
periphery,n. 外围，边缘；圆周；圆柱体表面
perjury,n. 伪证；伪誓；背信弃义
permeable,adj. 能透过的；有渗透性的
permeate,"vt. 渗透，透过；弥漫
vi. 弥漫；透入；散布"
pernicious,adj. 有害的；恶性的；致命的；险恶的
perpetrate,vt. 犯（罪）；做（恶）
perpetual,adj. 永久的；不断的；四季开花的；无期限的
perquisite,n. 额外补贴；临时津贴；特权
persona,n. 人物角色；伪装的外表
personable,adj. 品貌兼优的
pertinacious,adj. 顽固的；执拗的
pertinent,adj. 相关的，相干的；中肯的；切题的
perturb,vt. 扰乱；使…混乱；使…心绪不宁
peruse,vt. 详细考察；精读
pervasive,adj. 普遍的；到处渗透的；流行的
perverse,adj. 堕落的，不正当的；倔强的；违反常情的
pessimism,n. 悲观，悲观情绪；厌世主义
petrify,"vt. 使…石化；使…惊呆
vi. 石化；惊呆"
petty,adj. 琐碎的；小气的；小规模的
petulant,adj. 暴躁的；任性的；难以取悦的
philanthropist,n. 慈善家，博爱主义者；乐善好施的人
philology,n. 文献学；语言学
phlegmatic,adj. 冷淡的；迟钝的；冷漠的
phobia,n. 恐怖，憎恶；恐惧症
phoenix,n. 凤凰；死而复生的人
phylum,n. 门（分类）；语系
physiological,adj. 生理学的，生理的
piebald,"n. 花斑马；花马
adj. 花斑的；杂色的"
piety,n. 虔诚；孝敬；虔诚的行为或语言
pigment,"n.  色素；颜料
vt. 给…着色
vi. 呈现颜色"
pillage,"n. 掠夺；掠夺物
vt. 掠夺；抢劫
vi. 掠夺；抢劫"
pinnacle,"n. 高峰；小尖塔；尖峰；极点
vt. 造小尖塔；置于尖顶上；置于高处"
pious,adj. 虔诚的；敬神的；可嘉的；尽责的
pithy,adj. 有髓的，多髓的；精练的；简洁有力的
pittance,n. 少量；小额施舍；少量津贴
pivotal,"n. 关键事物；中心事物
adj. 关键的；中枢的；枢轴的"
placate,vt. 抚慰；怀柔；使和解
placebo,n. 安慰剂；为死者所诵的晚祷词
placid,adj. 平静的；温和的；沉着的
plagiarize,"vt. 剽窃；抄袭
vi. 剽窃；抄袭"
plasticity,n. 塑性，可塑性；适应性；柔软性
platitude,n. 陈词滥调；平凡；陈腐
plaudit,n. 喝彩；赞美
plausible,adj. 貌似可信的，花言巧语的；貌似真实的，貌似有理的
plenitude,n. 充分；丰富；大量
plethora,n. 过多；过剩； 多血症
pliable,adj. 柔韧的；柔软的；圆滑的；易曲折的
pliant,"n. 顺从
adj. 顺从的；易弯的；易受影响的；能适应的"
plight,"n. 困境；境况；誓约
vt. 保证；约定"
plummet,"n.  铅锤，坠子
vi. 垂直落下；（价格、水平等）骤然下跌"
podiatrist,n. 足病医生
podium,n. 乐队指挥台；矮墙；墩座墙
poignancy,n. 辛辣；强烈；尖锐；辛酸事
polygamist,n. 多配偶的人；多配偶论者
polyglot,"n. 通晓数种语言的人；用通晓数种语言记载的书
adj. 通数国语言，数国语言的"
pomposity,n. 自大；炫耀；浮夸
ponderous,"adj. 笨重的；沉闷的；呆板的
比较级more ponderous 最高级most ponderous"
pontifical,"n. 主教仪典书；主教祭服及徽章
adj. 罗马教宗的；主教的"
pore,"n. 气孔；小孔
vt. 使注视
vi. 细想；凝视；熟读"
portent,n. 前兆；预示；迹象；异常之物
portly,"n. 肥胖的人；特大号服装
adj. 肥胖的；魁伟的"
postulate,"n. 基本条件；假定
vt. 假定；要求；视…为理所当然"
potable,"n. 饮料（常复数）
adj. 适于饮用的"
potent,adj. 有效的；强有力的，有权势的；有说服力的
potentate,n. 统治者，君主；有权势的人
potion,n. 一剂；一服；饮剂
practitioner,n. 开业者，从业者，执业医生
pragmatic,adj. 实际的；实用主义的；国事的
prank,"n. 恶作剧，开玩笑；戏谑
vt. 装饰；打扮
vi. 炫耀自己；胡闹"
prate,"n. 唠叨；空谈；瞎扯
vt. 瞎扯
vi. 唠叨"
preamble,"n. 序文；电报报头；先兆
vi. 作序文"
precipitate,"n.  沉淀物
vt. 使沉淀；促成；猛抛；使陷入
adj. 突如其来的；猛地落下的；急促的
vi.  沉淀；猛地落下；冷凝成为雨或雪等"
precipitous,adj. 险峻的；急躁的，鲁莽的
precise,adj. 精确的；明确的；严格的
preclude,vt. 排除；妨碍；阻止
precocious,adj. 早熟的；过早发育的
precursor,n. 先驱，前导
predator,n.  捕食者； 食肉动物；掠夺者
predicament,n. 窘况，困境；状态
predilection,n. 偏爱，嗜好
preempt,vt. 先占；先取；以先买权获得
prehensile,adj. 适于抓握的；善于领会的
prelude,"n. 前奏；序幕；前奏曲
vt. 成为…的序幕；演奏…作为前奏曲
vi. 作为序曲；奏序曲"
premeditate,"vt. 预谋；预先考虑
vi. 预谋；预先考虑"
premise,"n. 前提；上述各项；房屋连地基
vt. 引出，预先提出；作为…的前提
vi. 作出前提"
preposterous,adj. 荒谬的；可笑的
prerogative,"n. 特权
adj. 有特权的"
presage,"n. 预感；前兆
vt. 预感；预言
vi. 预示；预言"
prescience,n. 先见；预知
prestige,n. 威望，声望；声誉
pretentious,adj. 自命不凡的；炫耀的；做作的
preternatural,adj. 超自然的；异常的，不可思议的
pretext,"n. 借口；托辞
vt. 以…为借口"
primordial,adj. 原始的；根本的；原生的
probe,"n. 探针；调查
vi. 调查；探测
vt. 探查；用探针探测"
problematic,adj. 问题的；有疑问的；不确定的
proclivity,n. 倾向；癖性
prod,"n. 刺针；刺棒；签子
vi. 刺；捅
vt. 刺，戳；刺激"
prodigal,"n. 浪子；挥霍者
adj. 挥霍的；十分慷慨的"
prodigious,adj. 惊人的，异常的，奇妙的；巨大的
prodigy,n. 奇迹，奇事；奇才；奇观；预兆
profane,"adj. 亵渎的；世俗的；异教的
vt. 亵渎；玷污"
profligate,"n. 放荡者；享乐者
adj. 放荡的，不检点的；恣意挥霍的"
profound,adj. 深厚的；意义深远的；渊博的
progenitor,n. 祖先；原著；起源
proliferation,n. 增殖，扩散；分芽繁殖
prolific,adj. 多产的；丰富的
prolixity,n. 冗长；罗嗦
prodigious,adj. 惊人的，异常的，奇妙的；巨大的
prolong,vt. 延长；拖延
prominent,adj. 突出的，显著的；杰出的；卓越的
promulgate,vt. 公布；传播；发表
prone,adj. 俯卧的；有…倾向的，易于…的
propagate,"vt. 传播；传送；繁殖；宣传
vi. 繁殖；增殖"
propellants,n. 推进剂; 推进物( propellant的名词复数 )
prophetic,adj. 预言的，预示的；先知的
propinquity,n. 接近；邻近；近亲关系
propitiate,vt. 抚慰，安抚；与…和解
propitious,adj. 适合的；吉利的；顺利的
proponent,n. 支持者；建议者；提出认证遗嘱者
propound,vt. 提出；提议；将…提供考虑
protect,vt. 保护，防卫；警戒
prosaic,adj. 平凡的，乏味的；散文体的
proscribe,vt. 剥夺……的公权；禁止
prosperity,n. 繁荣，成功
prostrate,"adj. 俯卧的；拜倒的；降伏的；沮丧的
vt. 使…屈服；将…弄倒；使…俯伏"
protean,adj. 千变万化的；一人演几个角色的；变形虫的
protocol,"n. 协议；草案；礼仪
vt. 拟定
vi. 拟定"
prototype,n. 原型；标准，模范
protract,vt. 绘制；延长；伸展
protrude,"vi. 突出，伸出
vt. 使突出，使伸出"
provident,adj. 节俭的；有先见之明的；顾及未来的
provincial,"n. 粗野的人；乡下人；外地人
adj. 省的；地方性的；偏狭的"
provisional,"adj. 临时的，暂时的；暂定的
n. 临时邮票"
provocative,"n. 刺激物，挑拨物；兴奋剂
adj. 刺激的，挑拨的；气人的"
provoke,vt. 驱使；激怒；煽动；惹起
prowess,n. 英勇；超凡技术；勇猛
proximity,n. 接近，邻近；接近；接近度，距离；亲近
proxy,n. 代理人；委托书；代用品
prudent,adj. 谨慎的；精明的；节俭的
prune,"n. 深紫红色；傻瓜；李子干
vt. 修剪；删除；剪去
vi. 删除；减少"
puerile,adj. 幼稚的；孩子气的；未成熟的；天真的
pugilist,n. 拳击手
pugnacity,n. 好斗，好战
punctilious,adj. 一丝不苟的；精密细心的；拘泥形式的
pundit,n. 专家；博学者；梵文学者
pungent,adj. 辛辣的；刺激性的；刺鼻的；苦痛的；尖刻的
punitive,adj. 惩罚性的；刑罚的
purge,"n. 净化；泻药
vt. 净化；清洗；通便
vi. 净化；通便"
purported,"adj. 传说的
v. 声称（purport的过去分词）；意图"
purse,"n. (女士)手提袋；(国家、家庭、团体等的) 财力
vt. （嘴巴）皱起，使缩拢；撅嘴"
quack,"n. 庸医；鸭叫声
adj. 骗人的；冒牌医生的
vi. （鸭子）嘎嘎叫；吹嘘；大声闲聊"
quaint,adj. 古雅的；奇怪的；离奇有趣的；做得很精巧的
qualms,n. 良心之谴责；不安
quandary,n. 困惑；窘境；为难
quarantine,"n. 检疫；隔离；检疫期；封锁
vt. 检疫；隔离；使隔离
vi. 实行隔离"
quarry,"n. 采石场；猎物；来源
vt. 挖出；努力挖掘
vi. 费力地找"
quell,vt. 平息；镇压；减轻；消除
querulous,adj. 易怒的，暴躁的；爱发牢骚的，抱怨的；爱挑剔的
quip,"n. 妙语；嘲弄；讽刺语
vi. 嘲弄；讥讽
vt. 嘲弄"
quirk,n. 怪癖；急转；借口
quiver,"n. 颤抖；箭袋；震动
vi. 颤抖；振动
vt. 使…颤动；抖动"
rabid,adj. 激烈的；狂暴的；偏激的；患狂犬病的
raconteur,n. 健谈者；善谈者；擅长讲故事的人
ramble,"vi. 漫步；漫游；闲逛；漫谈；蔓延
vt. 漫步于…
n. 漫步；漫游；随笔"
ramification,n. 衍生物；分枝，分叉；支流
rampant,adj. 猖獗的；蔓延的；狂暴的；奔放的
ramshackle,adj. 摇晃的；放荡的
rancid,adj. 腐臭的；令人作呕的，讨厌的
rancor,n. 深仇；怨恨；敌意
random,"n. 随意
adj.  随机的；任意的；胡乱的
adv. 胡乱地"
rapacious,adj. 贪婪的；掠夺的
rapport,n. 密切关系，交往；和谐一致
ratify,vt. 批准；认可
ratiocination,n. 推理；推论
rationale,n. 基本原理；原理的阐述
raucous,adj. 沙哑的；刺耳的；粗声的
rave,"n. 咆哮；胡言乱语；热烈赞美
adj. 赞扬的
vt. 咆哮；语无伦次地说
vi. 咆哮；胡言乱语；狂骂"
raze,vt. 夷为平地；破坏；消除；拆毁
reactionary,"n. 反动分子；反动派；保守派
adj. 保守的，反动的；反动主义的；反对改革的"
realm,n. 领域，范围；王国
reaper,"n. 收割者；收割机；收获者； 死神,死"
rebuke,"n. 非难，指责；谴责，鞭策
vt. 指责，非难；制止；使相形见绌"
rebuttal,n. 反驳；辩驳；反证
recalcitrant,"n. 顽抗者；不服从的人
adj. 反抗的；反对的；顽强的"
recant,"vt. 放弃；撤回
vi. 宣布放弃；公开认错"
recapitulate,"vt. 概括；重述要点；摘要
vi. 概括；重述要点；摘要"
recast,"n. 重铸；重做的事物
vt. 重铸；彻底改动"
receptive,adj. 善于接受的；能容纳的
reciprocal,"n.  倒数；互相起作用的事物
adj. 互惠的；相互的；倒数的，彼此相反的"
recrimination,n. 反责，反控；揭丑
rectify,vt. 改正；精馏；整流
rectitude,n. 公正；诚实；清廉
redress,"n. 救济；赔偿；矫正
vt. 救济；赔偿；纠正；重新调整"
redundant,adj. 多余的，过剩的；被解雇的，失业的；冗长的，累赘的
reek,"n. 臭气；水蒸汽；烟
vt. 散发；用烟熏
vi. 散发；冒烟；放出臭气"
refraction,n. 折射；折光
refrain,"n. 叠句，副歌；重复
vi. 节制，克制；避免；制止"
refurbish,vt. 刷新；再磨光
refute,vt. 反驳，驳斥；驳倒
regime,n. 政权，政体；社会制度；管理体制
rehabilitate,"vt. 使康复；使恢复名誉；使恢复原状
vi. 复兴；复权；恢复正常生活"
reimburse,vt. 偿还；赔偿
reiterate,vt. 重申；反复地做
rejoinder,n. 反驳；回答；（被告的） 第二次答辩
rejuvenate,"vt. 使年轻；使更新；使恢复精神；使复原
vi. 复原；变年轻"
relegate,vt. 把降低到；归入；提交
relic,n. 遗迹，遗物；废墟；纪念物
relinquish,vt. 放弃；放手；让渡
relish,"n. 滋味；风味；食欲；开胃小菜；含义；调味品
vt. 盼望;期待;享受; 品味；喜爱；给…加佐料
vi. 有特定意味；味道可口"
remediable,adj. 可治疗的；可矫正的；可补救的
reminiscence,n. 回忆；怀旧；引起联想的相似事物
remiss,adj. 怠慢的；迟缓的；不小心的
remnant,"n. 剩余
adj. 剩余的"
remonstrance,n. 抗议；规劝；谏书
remorse,n. 懊悔；同情
remunerative,adj. 有利可图的；有报酬的；合算的
rend,"vt. 撕碎；分裂；强夺
vi. 将……撕开；使……分离"
render,"n. 打底；交纳；粉刷
vt. 致使；提出；实施；着色；以…回报
vi. 给予补偿"
rendition,n. 译文；演奏；提供；引渡逃奴
renegade,"n. 叛徒；变节者；脱党者
vi. 背叛；脱离
adj. 叛徒的；背弃的；脱离的"
renounce,"n. 垫牌
vt. 宣布放弃；与…断绝关系；垫牌
vi. 放弃权利；垫牌"
renown,"n. 声誉；名望
vt. 使有声望"
rent,"n. 租金
vt. 出租；租用；租借
vi. 租；出租"
reparable,adj. 可修缮的；可补偿的；可挽回的
repel,vt. 击退；抵制；使厌恶；使不愉快
repellent,"n. 防护剂；防水布；排斥力
adj. 排斥的；防水的；弹回的；令人讨厌的"
repercussion,n. 反响；弹回；反射；浮动诊胎法；令人不满意的后果
repertoire,n. 全部节目；计算机指令系统；（美）某人或机器的全部技能
replenish,vt. 补充，再装满；把…装满；给…添加燃料
replete,"n.  贮蜜蚁
adj. 充满的；装满的"
repository,n. 贮藏室，仓库；知识库；智囊团
reprehensible,adj. 应斥责的；应该谴责的
repress,"vt. 抑制；镇压（叛乱等）；约束
vi. 抑制；镇压"
reprieve,"n. 暂缓；缓刑
vt. 缓期执行；暂时解救"
reprimand,"n. 谴责；训斥；申诉
vt. 谴责；训斥；责难"
reproach,"n. 责备；耻辱
vt. 责备；申斥"
reprobate,"n. 恶棍，无赖
adj. 邪恶的；堕落的
v. 非难；拒绝；斥责"
repudiate,vt. 拒绝；否定；批判；与…断绝关系；拒付
repugnant,adj. 讨厌的；矛盾的；敌对的
repulsion,n. 排斥；反驳；反感；厌恶
reputable,adj. 声誉好的；受尊敬的；卓越的
repute,"n. 名誉；声望
vt. 名誉；认为；把…称为"
requiem,n. 安魂曲；追思弥撒
requisite,"n. 必需品
adj. 必备的，必不可少的；需要的"
rescind,vi. 解除；废除；撤回
resentment,n. 愤恨，怨恨
reserve,"n. 储备，储存；自然保护区；预备队；缄默； 储备金
vt. 储备；保留；预约
vi. 预订"
residue,n. 残渣；剩余；滤渣
resigned,"v. 辞职；顺从（resign的过去分词）
adj. 顺从的；已辞职的；己放弃的"
resilient,"adj. 弹回的，有弹力的
adj. 能复原的；有复原力的"
resolution,n.  分辨率；决议；解决；决心
resolve,"n. 坚决；决定要做的事
vt. 决定；溶解；使…分解；决心要做…
vi. 解决；决心；分解"
resonant,adj. 洪亮的，共振的；共鸣的
respite,"n. 缓解；暂缓；暂时的休息；缓期执行
vt. 使缓解；使暂缓；使延期；缓期执行"
restitution,n. 恢复；赔偿；归还
restive,adj. 倔强的；难驾御的；不安宁的
restraint,n. 抑制，克制；约束
resurge,vi. 复活；再起
retain,vt. 保持；雇；记住
retentive,adj. 保持的；记性好的
reticence,n. 沉默寡言
retinue,n. 随行人员；扈从
retiring,"v. 退休（retire的ing形式）
adj. 退休的；不善社交的；过隐居生活的"
retort,"n. 反驳，顶嘴；曲颈瓶
vi. 反驳，回嘴
vt. 反驳，反击"
retract,"n. 收缩核
vt. 缩回；缩进；取消
vi. 缩回；缩进；撤消"
retrieve,"n.  检索；恢复，取回
vt.  检索；恢复；重新得到
vi. 找回猎物"
retroactive,adj. 追溯的；有追溯效力的；反动的
retrograde,"adj. 倒退的；退化的；次序颠倒的
vt. 使倒退
vi. 逆行；倒退；退步
adv. 倒退地；向后地"
retrospective,"n. 回顾展
adj. 回顾的；怀旧的；可追溯的"
revelry,n. 狂欢；欢宴
reverent,adj. 虔诚的；恭敬的；尊敬的
revert,"n. 恢复原状者
vt. 使回复原状
vi. 回复；重提；返祖遗传；归还"
revile,"vt. 辱骂；斥责
vi. 辱骂；谩骂"
revoke,"n. 有牌不跟
vt. 撤回，取消；废除
vi. 有牌不跟"
revulsion,n. 剧变；厌恶；强烈反感；抽回
rhapsodize,"vt. 狂热地说；把…写成狂想诗文
vi. 写狂想文；作狂想曲"
rhetorical,adj. 修辞的；修辞学的；夸张的
rigid,adj. 严格的；僵硬的，死板的；坚硬的；精确的
rigor,n. 严厉；精确；苛刻；僵硬
rigorous,adj. 严格的，严厉的；严密的；严酷的
rile,vt. 激怒；搅浑；惹怒
riveting,"n.  铆接
adj. 吸引人的
v. 用铆钉固定；集中于…（rivet的ing形式）"
rivulet,n. 小溪，小河
robust,adj. 强健的；健康的；粗野的；粗鲁的
rudimentary,adj. 基本的；初步的；退化的；残遗的；未发展的
rue,"n. 芸香；后悔
vt. 后悔；懊悔
vi. 后悔；悲伤"
ruffian,"n. 恶棍；流氓；无赖
adj. 残暴的；凶恶的；无法无天的"
ruminate,"vt. 反刍；沉思；反复思考
vi. 沉思，反刍"
rummage,"n. 翻找；检查；查出的物件；零星杂物
vt. 检查；搜出；仔细搜查；翻找出
vi. 翻找；仔细搜查"
ruse,n. 策略，计策；诡计
rustic,"adj. 乡村的；纯朴的；粗野的；手工粗糙的
n. 乡下人；乡巴佬"
saboteur,n. 怠工者，破坏者；从事破坏活动者
sacrosanct,adj. 神圣不可侵犯的；极神圣的
sagacious,adj. 睿智的，聪慧的；有远见的，聪慧的
salacious,adj. 好色的；猥亵的；淫荡的
salutary,adj. 有益的，有用的；有益健康的
salvage,"n. 打捞；海上救助；抢救财货；救难的奖金
vt. 抢救；海上救助"
salvo,"n. 齐射；齐鸣；齐声欢呼喝彩；保留条款；遁辞
vt. 齐鸣
vi. 齐鸣"
sanctimonious,adj. 假装虔诚的；假装圣洁的；假装诚实的
sanction,"n. 制裁，处罚；认可；支持
vt. 制裁，处罚；批准；鼓励"
sarcasm,n. 讽刺；挖苦；嘲笑
sardonic,adj. 讽刺的；嘲笑的，冷笑的
sate,v. 使心满意足，使饱享
satirical,adj. 讽刺性的；讥讽的；爱挖苦人的
saturate,"adj. 浸透的，饱和的；深颜色的
vt. 浸透，使湿透；使饱和，使充满"
scabbard,"n. 鞘；枪套
vt. 把…插入鞘中"
scad,n. 竹荚鱼；许多
scavenge,"vt. 打扫；排除废气；以…为食
vi. 清除污物；打扫"
scenario,n. 方案；情节；剧本；设想
schism,n. 分裂；分裂教会罪
scintillate,vi. 发出火花；闪烁
scoff,"n. 嘲笑；愚弄；笑柄
vt. 嘲笑；嘲弄；贪婪地吃
vi. 嘲笑；嘲弄；狼吞虎咽"
scruple,"n. 微量；顾虑；踌躇
vi. 有顾忌；踌躇
vt. 对…有顾虑"
scrupulous,adj. 细心的；小心谨慎的；一丝不苟的
scrutinize,"n. 仔细或彻底检查
vt. 详细检查；细看
vi. 细阅；作详细检查"
scuttle,"n. 天窗；煤桶；筐
vt. 使船沉没；破坏
vi. 逃避；急促地跑"
scuttle,"n. 天窗；煤桶；筐
vt. 使船沉没；破坏
vi. 逃避；急促地跑"
seasoned,adj. 经验丰富的；老练的；调过味的
secession,n. 脱离；分离
seclusion,n. 隔离；隐退；隐蔽的地方
secrete,vt. 藏匿；私下侵吞；分泌
secular,"n. 修道院外的教士，(对宗教家而言的) 俗人
adj. 世俗的；长期的；现世的；不朽的"
sedate,"adj. 安静的；沉着的
vt. 给…服镇静剂"
sedition,n. 暴动；煽动性的言论或行为；妨害治安
seethe,"n. 沸腾；感情等的迸发
vt. 使浸透；使煮沸
vi. 沸腾；冒泡；激动"
seismic,adj. 地震的；因地震而引起的
seminary,n. 神学院；学校；发源地；高级中学
sensual,adj. 感觉的；肉欲的；世俗的；感觉论的
sententious,adj. 简洁精炼的；警句的，富于格言的
sentinel,"n. 哨兵
vt. 守卫，放哨"
serendipity,n. 意外发现珍奇事物的本领；有意外发现珍宝的运气
serenity,n. 平静，宁静；晴朗，风和日丽
serrated,"adj.  锯齿状的，有锯齿的
v. 使有锯齿（serrate的过去分词）"
servile,adj. 奴隶的；奴性的；卑屈的；卑屈的
servitude,n. 劳役，奴役；地役权；奴隶状态
sham,"n. 假装；骗子；赝品
adj. 假的；虚假的；假装的
vt. 假装；冒充
vi. 假装；佯装"
shambles,"n. 混乱；废墟；屠宰场（shamble的复数）
v. 蹒跚而行（shamble的第三人称单数形式）"
shoddy,"n. 赝品；冒牌货；假装粗俗
adj. 假冒的；劣质的；卑劣的"
shrewd,"n. 精明（的人）；机灵（的人）
adj. 精明的；狡猾的；机灵的"
shroud,"n. 寿衣；覆盖物；船的横桅索； 护罩
vt. 覆盖；包以尸衣"
simper,"n. 假笑；傻笑
vt. 假笑着说
vi. 假笑"
simplistic,adj. 过分简单化的；过分单纯化的
simulate,"adj. 模仿的；假装的
vt. 模仿；假装；冒充"
singular,"n. 单数
adj. 单数的；单一的；非凡的；异常的"
sinister,adj. 阴险的；凶兆的；灾难性的；左边的
sinuous,adj. 蜿蜒的；弯曲的；迂回的
slacken,"vi. 松劲，懈怠；变松弛；变缓慢
vt. 使缓慢；使松弛"
slander,"n. 诽谤；中伤
vt. 诽谤；造谣中伤"
slapdash,adj. 匆促的；草率的；粗心的，马虎的
slight,"n. 怠慢；轻蔑
adj. 轻微的，少量的；脆弱的；细长的；不重要的
vt. 轻视，忽略；怠慢"
slipshod,adj. 潦草的；穿著不整洁的；穿著踏跟鞋的
slither,"n. 滑动；滑行
vt. 使滑动
vi. 蜿蜒地滑行"
slothful,adj. 怠惰的，懒惰的；迟钝的
slough,"n. 蜕下的皮（或壳）；绝境； 泥沼； 腐肉
vt. 使陷入泥沼；抛弃
vi. 蜕皮；脱落；在泥浆中跋涉"
slovenly,"adj. 懒散的；不整洁的；马虎的
adv. 邋遢地；马虎地；不整洁地"
sluggard,n. 游手好闲的人；懒鬼；偷懒者
sluggish,"n. 市况呆滞；市势疲弱
adj. 萧条的；迟钝的；行动迟缓的；懒惰的"
snicker,"n. 窃笑
vt. 窃笑着说
vi. 偷笑，窃笑"
snivel,"n. 流鼻涕；啜泣
vi. 流鼻涕；哭泣"
sodden,"adj. 浸透的；浑身湿透的；浸过酒的
vt. 使浸透；使迷糊"
sojourn,"n. 逗留；旅居
vi. 逗留；旅居"
solace,"n. 安慰；慰藉；安慰之物
vt. 安慰；抚慰；使快乐（过去式solaced，过去分词solaced，现在分词solacing，第三人称单数solaces）"
solder,"n. 焊料；接合物
vt. 焊接；使联接在一起
vi. 焊接"
solecism,n. 语法错误，文理不通；谬误，失礼
solemnity,n. 严肃；庄严；一本正经
solicit,"vt. 征求；招揽；请求；乞求
vi. 征求；招揽；恳求；请求"
solitude,n. 孤独；隐居；荒僻的地方
soluble,adj.  可溶的，可溶解的；可解决的
solvent,"n. 溶剂；解决方法
adj. 有偿付能力的；有溶解力的"
somber,adj. 忧郁的；昏暗的；严峻的；阴天的
somnolent,adj. 催眠的，想睡的
sonorous,adj. 响亮的；作响的；能发出响亮声音的
sophisticated,"adj. 复杂的；精致的；久经世故的；富有经验的
v. 使变得世故；使迷惑；篡改（sophisticate的过去分词形式）"
sophistry,n. 诡辩；诡辩法
sophomoric,adj. 一知半解的；大学或四年制中学的二年级的
soporific,"n. 催眠剂；安眠药
adj. 催眠的；想睡的"
