enable,vt. 使能够，使成为可能；授予权利或方法
hard,"adj. 努力的；硬的；困难的；辛苦的；确实的；严厉的；猛烈的；冷酷无情的
adv. 努力地；困难地；辛苦地；接近地；猛烈地；牢固地"
tough,"n. 恶棍
adj. 艰苦的，困难的；坚强的，不屈不挠的；坚韧的，牢固的；强壮的，结实的
vt. 坚持；忍受，忍耐
adv. 强硬地，顽强地"
skeptical,adj. 怀疑的；怀疑论的，不可知论的
doubtful,adj. 可疑的；令人生疑的；疑心的；不能确定的
steady,"n. 关系固定的情侣；固定支架
adj. 稳定的；不变的；沉着的
vt. 使稳定；稳固；使坚定
adv. 稳定地；稳固地
vi. 稳固"
stable,"n. 马厩；牛棚
adj. 稳定的；牢固的；坚定的
vt. 赶入马房
vi. 被关在马厩"
unbelievable,adj. 难以置信的；不可信的
incredible,adj. 难以置信的，惊人的
uneasy,adj. 不舒服的；心神不安的；不稳定的
worried,adj. 担心的
unique,"n. 独一无二的人或物
adj. 独特的，稀罕的； 唯一的，独一无二的"
particular,"n. 详细说明；个别项目
adj. 特别的；详细的；独有的；挑剔的"
vacant,adj. 空虚的；空的；空缺的；空闲的；茫然的
empty,"n. 空车；空的东西
adj. 空的；无意义的；无知的；徒劳的
vt. 使失去；使…成为空的
vi. 成为空的；流空"
bare,"adj. 空的；赤裸的，无遮蔽的
vt. 露出，使赤裸"
unclear,adj. 不清楚的；不易了解的
vigorous,adj. 有力的；精力充沛的
energetic,adj. 精力充沛的；积极的；有力的
dynamic,"n. 动态；动力
adj. 动态的；动力的；动力学的；有活力的"
wary,adj. 谨慎的；机警的；惟恐的；考虑周到的
cautious,adj. 谨慎的；十分小心的
witty,adj. 诙谐的；富于机智的
smart,adj. 聪明的；巧妙的；敏捷的；厉害的；潇洒的；剧烈的；时髦的
area,n. 区域，地区；面积；范围
field,"n. 领域；牧场；旷野；战场；运动场
adj. 扫描场；田赛的；野生的
vt. 把暴晒于场上；使上场
vi. 担任场外队员"
region,n. 地区；范围；部位
assignment,n. 分配；任务；作业；功课
task,"n. 工作，作业；任务
vt. 分派任务"
branch,"n. 树枝，分枝；分部；支流
vt. 分支；出现分歧
vi. 分支；出现分歧"
division,n.  除法；部门；分配；分割；师（军队）；赛区
capability,n. 才能，能力；性能，容量
ability,n. 能力，能耐；才能
characteristic,"n. 特征；特性；特色
adj. 典型的；特有的；表示特性的"
feature,"n. 特色，特征；容貌；特写或专题节目
vt. 特写；以…为特色；由…主演
vi. 起重要作用"
corporation,n. 公司；法人（团体）；社团；大腹便便；市政当局
company,"n. 公司；陪伴，同伴；连队
vt. 陪伴
vi. 交往"
firm,"n. 公司；商号
adj. 坚定的；牢固的；严格的；结实的
vt. 使坚定；使牢固
adv. 稳固地
vi. 变坚实；变稳固"
enterprise,n. 企业；事业；进取心；事业心
courtesy,"n. 礼貌；好意；恩惠
adj. 殷勤的；被承认的；出于礼节的"
politeness,n. 有礼貌；优雅
diploma,"n. 毕业证书，学位证书；公文，文书；奖状
vt. 发给…毕业文凭"
certificate,"n. 证书；执照，文凭
vt. 发给证明书；以证书形式授权给…；用证书批准"
hazard,"n. 危险，冒险；冒险的事
vt. 赌运气；冒…的危险，使遭受危险"
danger,n. 危险；危险物，威胁
ingredient,"n. 原料；要素；组成部分
adj. 构成组成部分的"
component,"n. 成分；组件； 元件
adj. 组成的，构成的"
layout,n. 布局；设计；安排；陈列
arrangement,n. 布置；整理；准备
notion,n. 概念；见解；打算
concept,n. 观念，概念
idea,n. 想法；主意；概念
outcome,n. 结果，结局；成果
consequence,n. 结果；重要性；推论
result,"n. 结果；成绩；答案；比赛结果
vi. 结果；导致；产生"
pattern,"n. 模式；图案；样品
vt. 模仿；以图案装饰
vi. 形成图案"
mode,n. 模式；方式；风格；时尚
phase,"n. 月相
n. （月亮的）盈亏
n. 时期"
stage,"n. 阶段；舞台；戏剧；驿站
vt. 举行；上演；筹划
vi. 举行；适于上演；乘驿车旅行"
resentment,n. 愤恨，怨恨
anger,"n. 怒，愤怒；忿怒
vt. 使发怒，激怒；恼火
vi. 发怒；恼火"
rage,"n. 愤怒；狂暴，肆虐；情绪激动
vi. 大怒，发怒；流行，风行"
indignation,n. 愤慨；愤怒；义愤
standpoint,n. 立场；观点
point of view,"n. 观点；态度；意见；看法
 视角；视点；角度"
view,"n. 观察；视野；意见；风景
vt. 观察；考虑；查看"
opinion,n. 意见；主张
temptation,n. 引诱；诱惑物
attraction,n. 吸引，吸引力；引力；吸引人的事物
turmoil,n. 混乱，骚动
confusion,n. 混淆，混乱；困惑
as a result,"adv. 结果
 因此；结果是；作为结果"
in consequence,"na. 因此
 结果；因而；在…条件下"
at stake,"na. 被赌着；在危险中；利害攸关
 利害攸关；危如累卵；在危急关头"
in danger,"na. 在危险中
 垂危；处于危险中；处于危险之中"
completely,adv. 完全地，彻底地；完整地
totally,adv. 完全地
considerably,adv. 相当地；非常地
greatly,adv. 很，大大地；非常
deliberately,adv. 故意地；谨慎地；慎重地
intentionally,adv. 故意地，有意地
on purpose,"na. 故意；意欲
 故意地；有意；故意的"
occasionally,adv. 偶尔；间或
sometimes,adv. 有时，间或
particularly,adv. 特别地，独特地；详细地，具体地；明确地，细致地
especially,adv. 特别；尤其；格外
rarely,adv. 很少地；难得；罕有地
seldom,adv. 很少，不常
readily,adv. 容易地；乐意地；无困难地
willingly,adv. 欣然地；愿意地，乐意地
regardless of,"prep. 不管；不顾；不理会
 不论；无论；不注意"
despite,"prep. 尽管，不管
n. 轻视；憎恨；侮辱"
in spite of,"na. spite of 不管；无视
 尽管；不顾；虽然"
utterly,adv. 完全地；绝对地；全然地；彻底地，十足地
virtually,adv. 事实上，几乎；实质上
almost,adv. 差不多，几乎
practically,adv. 实际地；几乎；事实上
randomly,adv. 随便地，任意地；无目的地，胡乱地；未加计划地
infinitely,adv. 无限地；极其
resolutely,adv. 坚决地；毅然地
urgently,adv. 迫切地；紧急地；急切地
significantly,adv. 显著地；相当数量地
persistently,adv. 坚持地；固执地
nominally,adv. 名义上地；有名无实地
legally,adv. 合法地；法律上
geographically,adv. 在地理上；地理学上
locally,adv. 局部地；在本地
excessively,adv. 过分地；极度
aptly,adv. 适宜地；适当地
permanently,adv. 永久地，长期不变地
successively,adv. 相继地；接连着地
mysteriously,adv. 神秘地；故弄玄虚地；难以理解地
radically,adv. 根本上；彻底地；以激进的方式
separately,adv. 分别地；分离地；个别地
simultaneously,adv. 同时地
cautiously,adv. 慎重地，谨慎地
accidentally,adv. 意外地；偶然地
systematically,adv. 有系统地；有组织地
originally,adv. 最初，起初；本来
unnaturally,adv. 故意地；违反习俗地；不合乎自然规律地
occasionally,adv. 偶尔；间或
subsequently,adv. 随后，其后；后来
primarily,adv. 首先；主要地，根本上
properly,adv. 适当地；正确地；恰当地
habitually,adv. 习惯地；日常地
consequently,adv. 因此；结果；所以
dramatically,"adv. 戏剧地；引人注目地
adv. 显著地，剧烈地"
critically,adv. 精密地；危急地；严重地；批评性地；用钻研眼光地；很大程度上；极为重要地
previously,adv. 以前；预先；仓促地
necessarily,adv. 必要地；必定地，必然地
virtually,adv. 事实上，几乎；实质上
definitely,adv. 清楚地，当然；明确地，肯定地
eventually,adv. 最后，终于
respectively,adv. 分别地；各自地，独自地
deliberately,adv. 故意地；谨慎地；慎重地
precisely,adv. 精确地；恰恰
sufficiently,adv. 充分地；足够地
dutifully,adv. 忠实地；忠贞地
merely,adv. 仅仅，只不过；只是
dramatically,"adv. 戏剧地；引人注目地
adv. 显著地，剧烈地"
clearly,adv. 清晰地；明显地；无疑地；明净地
periodically,adv. 定期地；周期性地；偶尔；间歇
especially,adv. 特别；尤其；格外
probably,adv. 大概；或许；很可能
nearly,adv. 差不多，几乎；密切地
simply,adv. 简单地；仅仅；简直；朴素地；坦白地
directly,"conj. 一…就
adv. 直接地；立即；马上；正好地；坦率地"
increasingly,adv. 越来越多地；渐增地
extremely,adv. 非常，极其；极端地
certainly,adv. 当然；行（用于回答）；必定
thoroughly,adv. 彻底地，完全地
badly,adv. 非常，很；严重地，厉害地；恶劣地
fully,adv. 充分地；完全地；彻底地
accordingly,adv. 因此，于是；相应地；照著
accurately,adv. 精确地，准确地
occasionally,adv. 偶尔；间或
politely,adv. 有礼貌地；客气地；委婉地；殷勤地
easily,adv. 容易地；无疑地
deeply,adv. 深刻地；浓浓地；在深处
automatically,"adj. 不经思索的
adv. 自动地；机械地；无意识地"
legally,adv. 合法地；法律上
typically,adv. 代表性地；作为特色地
relatively,adv. 相当地；相对地，比较地
readily,adv. 容易地；乐意地；无困难地
highly,adv. 高度地；非常；非常赞许地
presently,adv. （美）目前；不久
supposedly,adv. 可能；按照推测；恐怕
constantly,adv. 不断地；时常地
finally,adv. 最后；终于；决定性地
medically,adv. 医学上地；医药上地
evidently,adv. 显然，明显地；清楚地
inadequately,adv. 不适当地；不够好地
acutely,adv. 尖锐地；剧烈地
surprisingly,adv. 惊人地；出人意料地
commonly,adv. 一般地；通常地；普通地
efficiently,adv. 有效地；效率高地（efficient的副词形式）
partially,adv. 部分地；偏袒地
usually,adv. 通常，经常
inherently,adv. 内在地；固有地；天性地
recently,adv. 最近；新近
likewise,adv. 同样地；也
critically,adv. 精密地；危急地；严重地；批评性地；用钻研眼光地；很大程度上；极为重要地
physically,adv. 身体上，身体上地
generally,adv. 通常；普遍地，一般地
regularly,adv. 定期地；有规律地；整齐地；匀称地
frequently,adv. 频繁地，经常地；时常，屡次
rarely,adv. 很少地；难得；罕有地
initially,adv. 最初，首先；开头
eventually,adv. 最后，终于
ultimately,adv. 最后；根本；基本上
obviously,"adv. 明显地
显然地"
apparently,adv. 显然地；似乎，表面上
briefly,adv. 短暂地；简略地；暂时地
irrationally,adv. 无理性地，不合理地
fairly,adv. 相当地；公平地；简直
intensely,adv. 强烈地；紧张地；热情地
terribly,adv. 非常；可怕地；极度地
reasonably,adv. 合理地；相当地；适度地
namely,adv. 也就是；即是；换句话说
potentially,adv. 可能地，潜在地
partly,adv. 部分地；在一定程度上
entirely,adv. 完全地，彻底地
overnight,"adv. 通宵；突然；昨晚
adj. 晚上的；通宵的；前夜的
n. 头天晚上；一夜的逗留
vt. 连夜快递
vi. 过一夜"
instantly,"conj. 一…就…
adv. 立即地；马上地；即刻地"
somewhat,"n. 几分；某物
adv. 有点；多少；几分；稍微"
slightly,adv. 些微地，轻微地；纤细地
undoubtedly,adv. 确实地，毋庸置疑的
definitely,adv. 清楚地，当然；明确地，肯定地
necessarily,adv. 必要地；必定地，必然地
virtually,adv. 事实上，几乎；实质上
abroad,"n. 海外；异国
adj. 往国外的
adv. 在国外；到海外"
seemingly,adv. 看来似乎；表面上看来
similarly,adv. 同样地；类似于
precisely,adv. 精确地；恰恰
Afghanistan,n. 阿富汗（国家名称，位于亚洲）
Afghan,"n. 阿富汗语；阿富汗人
adj. 阿富汗人的；阿富汗的"
Africa,n. 非洲
African,"n. 非洲人
adj. 非洲的，非洲人的"
Alaska,n. 阿拉斯加州
Alaskan,
America,n. 美洲（包括北美和南美洲）；美国
American,"n. 美国人，美洲人；美国英语
adj. 美国的，美洲的；地道美国式的"
Antarctic,
Arctic,
Argentina,n. 阿根廷（位于拉丁美洲）
Argentinean,"n. 阿根廷人
adj. 阿根廷的"
Asia,n. 亚洲
Asian,"n. 亚洲人
adj. 亚洲的；亚洲人的"
Atlantic,"n. 大西洋
adj. 大西洋的"
Australia,n. 澳大利亚，澳洲
Australian,"adj. 澳大利亚的，澳大利亚人的
n. 澳大利亚人"
Austria,n. 奥地利
Austrian,"n. 奥地利人
adj. 奥地利的；奥地利人的"
Baltimore,n. 巴尔的摩（美国一座港市）
Belgium,n. 比利时（西欧国家，首都布鲁塞尔Brussels）
Belgian,"n. 比利时人
adj. 比利时的"
Boston,n. 波士顿（美国城市）
Brazil,n. 巴西（拉丁美洲国家）
Brazilian,"n. 巴西人
adj. 巴西的；巴西人的"
Bulgaria,n. 保加利亚
Bulgarian,
Burma,n. 缅甸（东南亚国家）
Burmese,"n. 缅甸语；缅甸人
adj. 缅甸的；缅甸人的；缅甸语的"
Cameroon,n. 喀麦隆（西非国名）
Canada,n. 加拿大（北美洲国家）
Canadian,"n. 加拿大人
adj. 加拿大（人）的"
Colombia,n. 哥伦比亚（拉丁美洲国家）
Colombian,"n. 哥伦比亚人
adj. 哥伦比亚的"
Congo,n. 刚果（位于非洲中部）
Congolese,"n. 刚果人；刚果语
adj. 刚果人的；刚果语的"
Cuba,n. 古巴（拉丁美洲国家）
Cuban,"n. 古巴人
adj. 古巴的；古巴人的"
Denmark,n. 丹麦（欧洲国家）
Danish,"n. 丹麦语
adj. 丹麦的；丹麦人的；丹麦语（文）的"
Ecuador,n. 厄瓜多尔（位于拉丁美洲）
Ecuadorian,"n. 厄瓜多尔人（等于Ecuadoran或Ecuadorean）
adj. 厄瓜多尔的；厄瓜多尔人的"
Egypt,n. 埃及（非洲国家）
Egyptian,"n. 埃及人；古代埃及语
adj. 埃及的；埃及人的"
Ethiopia,n. 埃塞俄比亚
Ethiopian,"n. 埃塞俄比亚人；黑人
adj. 埃塞俄比亚的；黑人的"
Europe,n. 欧洲
European,"n. 欧洲人
adj. 欧洲的；欧洲人的"
Fiji,n. 斐济（太平洋西南部的岛国，在新西兰之北，首都苏瓦）
Finland,n. 芬兰（欧洲）
Finnish,"n. 芬兰人，芬兰语
adj. 芬兰的，芬兰语的"
Florida,n. 佛罗里达（美国东南部的州）
France,n. 法国；法郎士（姓氏）
French,"n. 法国人；法语
adj. 法国的；法语的；法国人的"
Germany,n. 德国
German,"n. 德语；德国人
adj. 德国的；德语的，德国人的"
Greece,希腊（欧洲南部国家）
Greek,"n. 希腊语；希腊人
adj. 希腊的；希腊人的，希腊语的"
Haiti,n. 海地
Haitian,"n. 海地人；海地语
adj. 海地的；海地人的"
Iceland,n. 冰岛（欧洲岛名，在大西洋北部，近北极圈）
Icelandic,"n. 冰岛语
adj. 冰岛的；冰岛人的；冰岛语的"
India,n. 印度（南亚国家）
Indian,"n. 印度人；印第安人；印第安语
adj. 印度的；印第安人的；印第安语的"
Indonesia,n. 印尼，印度尼西亚（东南亚岛国）
Indonesian,"n. 印尼人；印尼语群；印度尼西亚语
adj. 印尼的"
Iran,n. 伊朗（亚洲国家）
Iranian,"n. 伊朗人；伊朗语
adj. 伊朗的；伊朗人的；伊朗语的"
Iraq,n. 伊拉克（西南亚国家）
